Time,trend
2019-09-07,1268934.2866931944
2019-09-08,1267366.4055043056
2019-09-09,1268390.3178369445
2019-09-10,1268382.5129723612
2019-09-11,1268607.8768133332
2019-09-12,1268809.2174369446
2019-09-13,1268403.8703188887
2019-09-14,1265544.781547361
2019-09-15,1264358.0133543056
2019-09-16,1268534.0351306945
2019-09-17,1272009.7733841666
2019-09-18,1273483.7732445835
2019-09-19,1275136.5293487497
2019-09-20,1274295.4433147218
2019-09-21,1269230.5851605553
2019-09-22,1263299.3886230553
2019-09-23,1262524.8283397222
2019-09-24,1263706.3410966664
2019-09-25,1262139.498633472
2019-09-26,1260195.6731543054
2019-09-27,1255885.1158869443
2019-09-28,1247979.7398063887
2019-09-29,1240610.264269097
2019-09-30,1237156.490131111
2019-10-01,1236245.8579511803
2019-10-02,1235564.937992778
2019-10-03,1237003.7107768056
2019-10-04,1236372.3075323612
2019-10-05,1230141.6097038887
2019-10-06,1226587.899575417
2019-10-07,1229145.4135754164
2019-10-08,1230791.673765
2019-10-09,1231937.4531913889
2019-10-10,1232831.3848663887
2019-10-11,1229494.1460566663
2019-10-12,1223399.706661805
2019-10-13,1219769.2680443053
2019-10-14,1221066.7462862497
2019-10-15,1221088.6722487498
2019-10-16,1218289.2380022223
2019-10-17,1215093.6189772221
2019-10-18,1210452.0995126388
2019-10-19,1202631.9561418055
2019-10-20,1197604.5830226387
2019-10-21,1198936.503009722
2019-10-22,1202186.203008333
2019-10-23,1203059.4047374998
2019-10-24,1201280.9466166664
2019-10-25,1198454.0708479169
2019-10-26,1192662.5445986805
2019-10-27,1189777.4223484027
2019-10-28,1193495.4193681944
2019-10-29,1198264.0162811803
2019-10-30,1201401.0132358333
2019-10-31,1201973.152944236
2019-11-01,1200145.1306831944
2019-11-02,1195810.9160595834
2019-11-03,1193592.6868929863
2019-11-04,1196512.4785597222
2019-11-05,1198331.2285597224
2019-11-06,1197733.6591152777
2019-11-07,1197406.2285597222
2019-11-08,1195515.9507819444
2019-11-09,1190260.3952268749
2019-11-10,1187539.5618945137
2019-11-11,1190721.8535613888
2019-11-12,1193000.325783125
2019-11-13,1192693.7285606945
2019-11-14,1191697.8952273615
2019-11-15,1188814.2146720835
2019-11-16,1183360.7424506943
2019-11-17,1179517.686896111
2019-11-18,1180782.270230139
2019-11-19,1181812.8257852776
2019-11-20,1180389.2146737499
2019-11-21,1178681.5757854166
2019-11-22,1175573.9368971528
2019-11-23,1169555.1868980557
2019-11-24,1165599.2841213194
2019-11-25,1167615.6035663888
2019-11-26,1167638.5202331247
2019-11-27,1164119.0757888888
2019-11-28,1161385.3952340973
2019-11-29,1157927.7563461806
2019-11-30,1152313.8674584026
2019-12-01,1148156.2285706247
2019-12-02,1147838.8674604166
2019-12-03,1144758.6591280554
2019-12-04,1139560.0480179861
2019-12-05,1135578.7980190276
2019-12-06,1129899.6313535417
2019-12-07,1122162.1313549997
2019-12-08,1117660.7424674307
2019-12-09,1119532.2702456247
2019-12-10,1121002.7563565278
2019-12-11,1118845.4646902084
2019-12-12,1116194.7702466666
2019-12-13,1113741.2980249303
2019-12-14,1109881.9230254863
2019-12-15,1108675.3258036808
2019-12-16,1112427.409136389
2019-12-17,1114336.7841356944
2019-12-18,1113071.8535800695
2019-12-19,1111515.2563580556
2019-12-20,1109320.4646917363
2019-12-21,1105450.3258034724
2019-12-22,1103732.2702484722
2019-12-23,1106788.8674706249
2019-12-24,1109081.2285813885
2019-12-25,1109402.7563589583
2019-12-26,1112509.006358611
2019-12-27,1115438.5202469442
2019-12-28,1114130.5341350692
2019-12-29,1114418.0341344445
2019-12-30,1119261.0896891668
2019-12-31,1123068.381354653
2020-01-01,1124550.3257984724
2020-01-02,1127358.6591313889
2020-01-03,1128984.7007975695
2020-01-04,1127163.1730196527
2020-01-05,1127500.3257972915
2020-01-06,1132357.270240833
2020-01-07,1136046.1591288194
2020-01-08,1136631.2285729165
2020-01-09,1136133.311906111
2020-01-10,1134730.881350486
2020-01-11,1131478.4507950693
2020-01-12,1129600.3257956249
2020-01-13,1132438.5202400694
2020-01-14,1135197.5480172916
2020-01-15,1136511.7841281942
2020-01-16,1139007.9646834722
2020-01-17,1141016.6452384028
2020-01-18,1140935.3952376386
2020-01-19,1142821.8535700694
2020-01-20,1148508.6591244442
2020-01-21,1152910.0480121525
2020-01-22,1155268.3813446525
2020-01-23,1156954.0860120135
2020-01-24,1156269.5858449303
2020-01-25,1151848.6865660415
2020-01-26,1149090.7004556248
2020-01-27,1152090.0060115275
2020-01-28,1154718.9655097914
2020-01-29,1154901.7444525
2020-01-30,1155556.2583413888
2020-01-31,1156235.7722299995
2020-02-01,1154912.1611182638
2020-02-02,1155398.2722290275
2020-02-03,1160608.6888950693
2020-02-04,1164847.2305606941
2020-02-05,1166329.8694490273
2020-02-06,1167659.7305597218
2020-02-07,1168051.050003611
2020-02-08,1166464.938892222
2020-02-09,1166888.8972254859
2020-02-10,1169015.9805584028
2020-02-11,1169770.4944468746
2020-02-12,1170138.550002222
2020-02-13,1169484.0361132638
2020-02-14,1166428.827780347
2020-02-15,1160712.508336736
2020-02-16,1157527.5777514582
2020-02-17,1159439.174943472
2020-02-18,1160422.508276805
2020-02-19,1158783.6193879163
2020-02-20,1156767.7562809722
2020-02-21,1153892.2988129165
2020-02-22,1149926.8082004166
2020-02-23,1146659.354349653
2020-02-24,1145563.619055486
2020-02-25,1142969.2219992361
2020-02-26,1137719.6513322224
2020-02-27,1132299.6975558333
2020-02-28,1126326.7915955556
2020-02-29,1119421.2479116668
2020-03-01,1113000.4619672222
2020-03-02,1108818.4260227778
2020-03-03,1103586.494244722
2020-03-04,1095801.680522222
2020-03-05,1088111.589022222
2020-03-06,1080532.122522222
2020-03-07,1072607.7627484722
2020-03-08,1065819.479363611
2020-03-09,1061806.402741736
2020-03-10,1056983.7080639582
2020-03-11,1052418.0819118747
2020-03-12,1048185.1293709025
2020-03-13,1041861.3573149999
2020-03-14,1035929.0435927081
2020-03-15,1031963.3618145137
2020-03-16,1030640.6314247916
2020-03-17,1028125.1892600694
2020-03-18,1023115.4380680555
2020-03-19,1018004.9313547221
2020-03-20,1013561.928113611
2020-03-21,1009788.302519861
2020-03-22,1006918.0560094444
2020-03-23,1005426.2573983333
2020-03-24,1004619.6476934722
2020-03-25,1004185.7393774999
2020-03-26,1004471.8157663889
2020-03-27,1004623.829655278
2020-03-28,1004120.8088219445
2020-03-29,1004092.3721169445
2020-03-30,1005589.8034675
2020-03-31,1008339.1318362501
2020-04-01,1010884.1199272223
2020-04-02,1012530.6213054167
2020-04-03,1014201.5671280556
2020-04-04,1016038.3857984721
2020-04-05,1018014.8466145833
2020-04-06,1020704.9595283333
2020-04-07,1023925.7785844444
2020-04-08,1026969.1311512499
2020-04-09,1029685.8875218056
2020-04-10,1031872.4429716668
2020-04-11,1033263.6747569444
2020-04-12,1034837.7042837499
2020-04-13,1036753.1591769444
2020-04-14,1038307.1555902776
2020-04-15,1040004.3981426387
2020-04-16,1041814.2673530554
2020-04-17,1043396.4353655555
2020-04-18,1044584.3474559721
2020-04-19,1045759.4680158333
2020-04-20,1047169.631493611
2020-04-21,1048235.2010706944
2020-04-22,1049695.7667005556
2020-04-23,1051724.0733804167
2020-04-24,1053412.41187
2020-04-25,1054424.8319331943
2020-04-26,1056028.5960283333
2020-04-27,1059130.3213943057
2020-04-28,1062408.5253922225
2020-04-29,1064781.3705519445
2020-04-30,1066598.4419637502
2020-05-01,1069020.1570005557
2020-05-02,1071995.5667758335
2020-05-03,1075192.6336858335
2020-05-04,1078575.89181125
2020-05-05,1080011.3075510417
2020-05-06,1079654.9989480556
2020-05-07,1079458.9676120833
2020-05-08,1079831.4824218056
2020-05-09,1080367.4791215279
2020-05-10,1081935.7582029167
2020-05-11,1083454.7364143748
2020-05-12,1083021.139152986
2020-05-13,1082130.9675388194
2020-05-14,1081089.166714236
2020-05-15,1079111.374445208
2020-05-16,1076060.9501300694
2020-05-17,1073802.3467626388
2020-05-18,1073104.9352547221
2020-05-19,1072348.8560204161
2020-05-20,1071124.2569667357
2020-05-21,1069952.5526706942
2020-05-22,1068413.0901085413
2020-05-23,1065497.1695346525
2020-05-24,1062561.082341875
2020-05-25,1061421.8102218746
2020-05-26,1060689.2070610414
2020-05-27,1059355.5164736805
2020-05-28,1058147.4456500693
2020-05-29,1056637.6394688191
2020-05-30,1053535.3969113887
2020-05-31,1050449.622466597
2020-06-01,1048742.2637731247
2020-06-02,1046501.2030728471
2020-06-03,1043548.89220875
2020-06-04,1042253.7526109722
2020-06-05,1041738.6846365276
2020-06-06,1039469.8485787498
2020-06-07,1037241.2819455552
2020-06-08,1036460.5680412498
2020-06-09,1035264.0689627083
2020-06-10,1034735.5607296528
2020-06-11,1035969.9573805556
2020-06-12,1036854.2496212499
2020-06-13,1036185.8150047221
2020-06-14,1036074.7515013888
2020-06-15,1037802.5078005554
2020-06-16,1038354.9801431942
2020-06-17,1037378.7404854166
2020-06-18,1036300.408224861
2020-06-19,1035107.241458611
2020-06-20,1033322.9953926387
2020-06-21,1032593.0418807637
2020-06-22,1034457.1687785415
2020-06-23,1036872.0728574998
2020-06-24,1037911.6129929166
2020-06-25,1038125.4125205553
2020-06-26,1037555.9485859027
2020-06-27,1035226.7230315276
2020-06-28,1033566.9631536108
2020-06-29,1034336.3894483332
2020-06-30,1035097.3285580555
2020-07-01,1035955.0233724302
2020-07-02,1037229.0149879166
2020-07-03,1037459.0733820833
2020-07-04,1036605.7078086112
2020-07-05,1036451.0801266667
2020-07-06,1038115.7428991665
2020-07-07,1038689.7282157638
2020-07-08,1037858.0510820139
2020-07-09,1037627.677722361
2020-07-10,1037383.8832711108
2020-07-11,1035797.9995450692
2020-07-12,1035263.9565056944
2020-07-13,1037749.369480347
2020-07-14,1039558.8016758332
2020-07-15,1040273.5832429164
2020-07-16,1041838.8436430553
2020-07-17,1042258.9039131942
2020-07-18,1040801.5441361804
2020-07-19,1040346.253325486
2020-07-20,1041984.7973110414
2020-07-21,1042971.6562203472
2020-07-22,1042605.1706608331
2020-07-23,1041977.9661111804
2020-07-24,1040490.365249236
2020-07-25,1038192.9709763193
2020-07-26,1037761.5818794444
2020-07-27,1040075.776046736
2020-07-28,1041908.3193361803
2020-07-29,1042371.1811368056
2020-07-30,1042670.5469042361
2020-07-31,1041117.4710090277
2020-08-01,1038173.558028125
2020-08-02,1037353.7727855555
2020-08-03,1038819.2836382637
2020-08-04,1040636.7846796525
2020-08-05,1042458.6924639582
2020-08-06,1045148.1648070832
2020-08-07,1048043.0858875
2020-08-08,1049148.9734839583
2020-08-09,1050635.9802415972
2020-08-10,1054440.4798142363
2020-08-11,1057230.0476648612
2020-08-12,1058328.849038125
2020-08-13,1060169.8332407637
2020-08-14,1061123.843071389
2020-08-15,1059462.7038934028
2020-08-16,1059705.515469028
2020-08-17,1063615.472855139
2020-08-18,1067262.4199552778
2020-08-19,1069374.544067014
2020-08-20,1070815.4173636807
2020-08-21,1071489.7124258336
2020-08-22,1070880.4149104168
2020-08-23,1072106.037719792
2020-08-24,1075691.8597038891
2020-08-25,1077963.777623889
2020-08-26,1079123.6728729862
2020-08-27,1080347.6802321528
2020-08-28,1080634.9618298612
2020-08-29,1079310.156777778
2020-08-30,1079857.439085764
2020-08-31,1083267.4495294446
2020-09-01,1085912.355651111
2020-09-02,1087828.8102888197
2020-09-03,1088910.4583497916
2020-09-04,1088908.0388060417
2020-09-05,1087506.4180169445
2020-09-06,1086485.0693961803
2020-09-07,1088189.112187986
2020-09-08,1089516.893954028
2020-09-09,1089747.7058770137
2020-09-10,1090379.3549033334
2020-09-11,1090910.6981375695
2020-09-12,1089750.7908540277
2020-09-13,1089609.3236249306
2020-09-14,1091710.8866634027
2020-09-15,1092843.085740833
2020-09-16,1093223.5408894445
2020-09-17,1093276.604434097
2020-09-18,1092384.90043875
2020-09-19,1090149.7277657639
2020-09-20,1089272.4497300694
2020-09-21,1091814.1229383333
2020-09-22,1093969.7594713194
2020-09-23,1094606.2043669443
2020-09-24,1094679.2595993748
2020-09-25,1093528.3217806942
2020-09-26,1090738.3598828472
2020-09-27,1089735.0354027774
2020-09-28,1092080.229847083
2020-09-29,1093703.6243524302
2020-09-30,1093982.0303134029
2020-10-01,1094056.2107827084
2020-10-02,1093501.7898083334
2020-10-03,1091962.3672331253
2020-10-04,1091489.3216545833
2020-10-05,1094029.6216016668
2020-10-06,1096161.6735527085
2020-10-07,1096375.2530122916
2020-10-08,1096143.2407268055
2020-10-09,1094878.0191569445
2020-10-10,1091854.5796020138
2020-10-11,1089928.1446722222
2020-10-12,1091034.6502408332
2020-10-13,1091384.8718668057
2020-10-14,1091150.9104994445
2020-10-15,1091341.049007639
2020-10-16,1089412.581016111
2020-10-17,1086079.530577639
2020-10-18,1083817.096615486
2020-10-19,1085075.8336499305
2020-10-20,1087225.6549923609
2020-10-21,1087391.380375139
2020-10-22,1086944.5443339583
2020-10-23,1085880.3099468055
2020-10-24,1083930.6971945136
2020-10-25,1083341.409637986
2020-10-26,1085740.6144894443
2020-10-27,1087634.1531588887
2020-10-28,1087822.1768676387
2020-10-29,1087650.667697361
2020-10-30,1086703.445759097
2020-10-31,1084721.3354959027
2020-11-01,1083722.193686875
2020-11-02,1086116.463370764
2020-11-03,1088527.544472639
2020-11-04,1088794.718208125
2020-11-05,1088769.2284784028
2020-11-06,1088225.2343777777
2020-11-07,1086215.2765840972
2020-11-08,1085307.1461152777
2020-11-09,1087446.2545018056
2020-11-10,1089091.7081633334
2020-11-11,1089816.7762779165
2020-11-12,1091255.3238666668
2020-11-13,1092012.1307856946
2020-11-14,1090972.3424429167
2020-11-15,1091063.234791736
2020-11-16,1093731.4150722916
2020-11-17,1096688.8050653473
2020-11-18,1098024.6830337502
2020-11-19,1097875.4163122915
2020-11-20,1097148.623571667
2020-11-21,1095070.6663121528
2020-11-22,1093952.2927638888
2020-11-23,1095565.0629027777
2020-11-24,1096860.2309583332
2020-11-25,1097052.0424166666
2020-11-26,1096262.658388889
2020-11-27,1094647.4934583334
2020-11-28,1092675.7167222225
2020-11-29,1091373.3247083335
2020-11-30,1092020.7705416668
2020-12-01,1092093.6326944444
2020-12-02,1090336.1083888889
2020-12-03,1087828.6337361112
2020-12-04,1085532.016027778
2020-12-05,1082691.6014444446
2020-12-06,1080882.3497083334
2020-12-07,1082150.7528333333
2020-12-08,1082972.1715833333
2020-12-09,1082343.5434583332
2020-12-10,1081961.0563055556
2020-12-11,1080757.4080416665
2020-12-12,1078317.422625
2020-12-13,1078141.7226249997
2020-12-14,1081859.2542222224
2020-12-15,1085669.9236666667
2020-12-16,1087639.6462361112
2020-12-17,1088778.535125
2020-12-18,1088905.63825
2020-12-19,1087133.5139444445
2020-12-20,1086180.449013889
2020-12-21,1088357.0063055556
2020-12-22,1090327.4885972224
2020-12-23,1090800.264291667
2020-12-24,1091371.2014444445
2020-12-25,1091314.4931111112
2020-12-26,1090627.3566527779
2020-12-27,1090989.3167222224
2020-12-28,1091357.911166667
2020-12-29,1091492.5004027782
2020-12-30,1092406.3024861114
2020-12-31,1093356.4434583336
