Time,resid
2020-03-07,-22039.929161730535
2020-03-08,-49824.42985719117
2020-03-09,-5556.258393427597
2020-03-10,-48078.961680360764
2020-03-11,-125304.18759658607
2020-03-12,-132845.3130845426
2020-03-13,-127118.29948759452
2020-03-14,-134462.96020436002
2020-03-15,-110668.36626362926
2020-03-16,-69422.05872810438
2020-03-17,-72194.94992876651
2020-03-18,-134356.00143330195
2020-03-19,-138133.15184572595
2020-03-20,-139674.10496357208
2020-03-21,-144258.70048529207
2020-03-22,-97682.81906272355
2020-03-23,-58826.249139462525
2020-03-24,-77446.1122490135
2020-03-25,-132381.5235295008
2020-03-26,-132624.3039190175
2020-03-27,-127432.17654623224
2020-03-28,-120976.32684538336
2020-03-29,-92808.14748258269
2020-03-30,-14397.021102833955
2020-03-31,-52849.67255334751
2020-04-01,-109750.73210247226
2020-04-02,-100627.29862287959
2020-04-03,-107934.46784734307
2020-04-04,-82834.64351854163
2020-04-05,-73358.19140949303
2020-04-06,-7704.309438922297
2020-04-07,-35538.87846338951
2020-04-08,-110766.15856758661
2020-04-09,-115388.82704711093
2020-04-10,-104615.96688493055
2020-04-11,-113020.41116420762
2020-04-12,-90876.5254150789
2020-04-13,-26042.26044251801
2020-04-14,21704.41050817437
2020-04-15,-56533.92727243823
2020-04-16,2590.6999228623026
2020-04-17,-106238.69959359492
2020-04-18,-99495.34200088549
2020-04-19,-78385.48929837774
2020-04-20,-12371.406248994179
2020-04-21,-19345.652074530884
2020-04-22,-67102.44782700033
2020-04-23,-84564.92499265114
2020-04-24,-92741.43487651701
2020-04-25,-112965.75028872017
2020-04-26,-81534.39229473604
2020-04-27,3825.9752152526416
2020-04-28,-20640.187255295466
2020-04-29,-81706.81777896755
2020-04-30,-64762.796843819095
2020-05-01,-54157.810999150315
2020-05-02,-64874.0987024343
2020-05-03,-51412.74157510551
2020-05-04,34889.43581256572
2020-05-05,9144.410297790224
2020-05-06,-49140.529124424334
2020-05-07,-36518.004398043115
2020-05-08,-37283.24257260934
2020-05-09,-59616.83606901742
2020-05-10,-41588.50999386881
2020-05-11,39342.61065865404
2020-05-12,20865.810973909058
2020-05-13,-49654.96291730864
2020-05-14,-56103.980574222674
2020-05-15,-47939.31779548984
2020-05-16,-57792.37216436716
2020-05-17,-47094.59553663107
2020-05-18,34727.797540191554
2020-05-19,17818.752230827067
2020-05-20,-110077.44166273833
2020-05-21,-67384.07231480838
2020-05-22,-90561.62166887251
2020-05-23,-69365.65605037582
2020-05-24,-71021.38963298609
2020-05-25,38013.51051839138
2020-05-26,-56547.45700888771
2020-05-27,-109935.92436845384
2020-05-28,-101210.7010194435
2020-05-29,-103228.2721870956
2020-05-30,-118926.96895456128
2020-05-31,-99359.73729836647
2020-06-01,18387.293481123706
2020-06-02,-11371.047529937707
2020-06-03,-51805.59485192776
2020-06-04,-66716.96764143696
2020-06-05,-66278.98366874675
2020-06-06,-90670.95821328633
2020-06-07,-109217.66731322945
2020-06-08,7747.062331256762
2020-06-09,18660.233180648058
2020-06-10,-32669.916747369498
2020-06-11,-41210.95632936356
2020-06-12,-42319.73721499144
2020-06-13,-43580.83170250307
2020-06-14,-51692.2297616317
2020-06-15,39666.35020541539
2020-06-16,19352.917593398517
2020-06-17,-22571.018881209355
2020-06-18,-41293.83256103821
2020-06-19,-57785.13211907835
2020-06-20,-85394.54269616725
2020-06-21,-94778.63342448534
2020-06-22,6043.572216614142
2020-06-23,-4680.742939786098
2020-06-24,-48872.47135571453
2020-06-25,-40705.96679794828
2020-06-26,-51574.230122803405
2020-06-27,-72560.37337012845
2020-06-28,-86270.1391240211
2020-06-29,5774.013793806233
2020-06-30,-15120.97189071845
2020-07-01,-87541.08772945846
2020-07-02,-94780.25696622799
2020-07-03,-95419.55816191676
2020-07-04,-106708.82150601898
2020-07-05,-83910.87801270832
2020-07-06,39168.75534044237
2020-07-07,16835.76442826973
2020-07-08,-29297.08084642593
2020-07-09,-35375.263878343714
2020-07-10,-32131.7690140477
2020-07-11,-55532.42974050134
2020-07-12,-59268.18189608337
2020-07-13,25221.81421350951
2020-07-14,2355.1781942363887
2020-07-15,-38183.26544481625
2020-07-16,-8313.640727475991
2020-07-17,-46573.89253596527
