Time,seasonal
2019-09-08,-167.59173522943263
2019-09-09,24572.303192224983
2019-09-10,111251.8356582354
2019-09-11,107411.44235715635
2019-09-12,117429.88065430259
2019-09-13,122193.63200156279
2019-09-14,86915.18499390308
2019-09-15,9020.878050181478
2019-09-16,-19387.15490980298
2019-09-17,28895.89321292154
2019-09-18,-41932.18635078861
2019-09-19,100953.18850601876
2019-09-20,99150.13337778076
2019-09-21,73490.55926329822
2019-09-22,16872.807546205284
2019-09-23,8062.274535048527
2019-09-24,-15214.279472017732
2019-09-25,85112.95273538725
2019-09-26,88259.42839021601
2019-09-27,82094.4254643789
2019-09-28,66718.2624016315
2019-09-29,15239.132686753066
2019-09-30,13144.921099348077
2019-10-01,43100.44788707661
2019-10-02,107311.46267005987
2019-10-03,130519.84215017401
2019-10-04,79895.34685090456
2019-10-05,8110.357704899901
2019-10-06,-34215.94031408786
2019-10-07,-65466.756024533024
2019-10-08,40790.486553263625
2019-10-09,82053.95283505227
2019-10-10,67201.28749573728
2019-10-11,76447.96135292893
2019-10-12,32381.07306976687
2019-10-13,-19936.729110940738
2019-10-14,-68594.31741763782
2019-10-15,-28655.56263514165
2019-10-16,58038.82868205764
2019-10-17,63184.19004758285
2019-10-18,58556.11363575251
2019-10-19,37460.93728541397
2019-10-20,-5219.611163429366
2019-10-21,-4480.555730716241
2019-10-22,19211.511204116443
2019-10-23,63041.8377942914
2019-10-24,13469.92396165439
2019-10-25,15057.914091129329
2019-10-26,-7630.717659255095
2019-10-27,-41538.09549102063
2019-10-28,-30650.900183703277
2019-10-29,-16200.557388022147
2019-10-30,33724.5495542343
2019-10-31,32693.122674911523
2019-11-01,39725.911340208266
2019-11-02,18464.15560932932
2019-11-03,-36800.69527297684
2019-11-04,-45087.66700064029
2019-11-05,-21441.684112341405
2019-11-06,35461.629833606385
2019-11-07,37752.16054994963
2019-11-08,46489.9588115934
2019-11-09,2503.1751133819025
2019-11-10,-63704.134706405064
2019-11-11,-57699.83449940356
2019-11-12,-30918.572107831977
2019-11-13,15069.199046087226
2019-11-14,14854.969306532455
2019-11-15,22001.613719565335
2019-11-16,-3835.2932777710503
2019-11-17,-64162.20283711282
2019-11-18,-57484.62196544224
2019-11-19,-36292.635143847976
2019-11-20,17890.44316679892
2019-11-21,20635.636145783054
2019-11-22,13600.15958777319
2019-11-23,-21578.553170948202
2019-11-24,-80368.96353829981
2019-11-25,-74092.2756835169
2019-11-26,-43455.63649078865
2019-11-27,-3714.003516005423
2019-11-28,230.93019295189583
2019-11-29,-13298.477275921801
2019-11-30,-44375.95295600562
2019-12-01,-81853.00961911798
2019-12-02,-85176.6520116333
2019-12-03,-68169.61935641275
2019-12-04,-29580.284780377668
2019-12-05,-30472.119513992522
2019-12-06,-33225.8957953966
2019-12-07,-50875.552590724
2019-12-08,-103843.8767521736
2019-12-09,-107483.41335795746
2019-12-10,-86665.35607988285
2019-12-11,-131453.1266711387
2019-12-12,-58131.1564672767
2019-12-13,-62859.94506170189
2019-12-14,-90999.15424471177
2019-12-15,-131011.4670939241
2019-12-16,-125942.47006771414
2019-12-17,-124913.71238379856
2019-12-18,-142157.825267638
2019-12-19,-74526.84915341405
2019-12-20,-84071.60363132137
2019-12-21,-85466.37243108168
2019-12-22,-119942.26253981073
2019-12-23,-112406.71591996672
2019-12-24,-93481.23353691865
2019-12-25,-50998.100113794826
2019-12-26,-48132.81467160668
2019-12-27,-37127.08803578846
2019-12-28,-37800.67517205956
2019-12-29,-85847.61133841448
2019-12-30,-87582.82758490981
2019-12-31,-82379.70918649263
2020-01-01,-41852.545231572425
2020-01-02,-25207.62653427795
2020-01-03,-30499.563293132767
2020-01-04,-42691.514496964555
2020-01-05,-81950.86117480311
2020-01-06,-80702.12650954079
2020-01-07,-67035.3128424099
2020-01-08,-19917.806362839794
2020-01-09,-4472.364358205186
2020-01-10,-3626.8624797043476
2020-01-11,-53118.215686793126
2020-01-12,-177174.16761398132
2020-01-13,-109149.99064061751
2020-01-14,-73000.4834533232
2020-01-15,-28876.189223928213
2020-01-16,-25868.768878170824
2020-01-17,-28147.12185543868
2020-01-18,-50342.09328378736
2020-01-19,-90066.52760344863
2020-01-20,-84320.60603906124
2020-01-21,-61086.530937463154
2020-01-22,-17008.063852349056
2020-01-23,-19332.53341824312
2020-01-24,-36523.86085499729
2020-01-25,-57472.76499251633
2020-01-26,-105680.1853245179
2020-01-27,-94806.0490151648
2020-01-28,-59196.648793578104
2020-01-29,1743.009063598629
2020-01-30,13173.12502478576
2020-01-31,21027.729821041547
2020-02-01,4965.952283807959
2020-02-02,-43279.841192424916
2020-02-03,-45005.69138121872
2020-02-04,-34042.11149669795
2020-02-05,6153.453415611765
2020-02-06,32137.684630539356
2020-02-07,26062.189300394624
2020-02-08,9103.01301195869
2020-02-09,-47047.29689559817
2020-02-10,-55272.324134289396
2020-02-11,-26299.61306587237
2020-02-12,29072.28203414273
2020-02-13,33509.314596391756
2020-02-14,37797.27421523096
2020-02-15,17454.092377845052
2020-02-16,-71038.88973919826
2020-02-17,-21819.63216208262
2020-02-18,-8050.289996389953
2020-02-19,46393.196759968305
2020-02-20,51921.17875435196
2020-02-21,58807.34455105298
2020-02-22,31349.144411726476
2020-02-23,-22536.343001625995
2020-02-24,-30955.657121736316
2020-02-25,-58429.49782754298
2020-02-26,46171.228681304034
2020-02-27,51621.30122226679
2020-02-28,46511.150462278325
2020-02-29,27669.293622160418
2020-03-01,-12256.171824319787
2020-03-02,-11933.687989220793
2020-03-03,6839.872519264858
2020-03-04,58387.87865262479
2020-03-05,56030.43802537195
2020-03-06,-5212.027305754361
2020-03-07,36779.90749376252
2020-03-08,96.73197588953872
2020-03-09,-37460.05590975726
2020-03-10,-16497.388699262705
2020-03-11,44189.65087541007
2020-03-12,57424.418471665784
2020-03-13,47915.12754121284
2020-03-14,30254.62529430252
2020-03-15,-8180.897015241124
2020-03-16,-52343.74017207902
2020-03-17,-55500.600825012734
2020-03-18,3000.3415126736577
2020-03-19,8362.924483373652
2020-03-20,14970.837460352308
2020-03-21,14075.640371182048
2020-03-22,-43187.45642304175
2020-03-23,-79916.56616794651
2020-03-24,-59946.48097420611
2020-03-25,-11301.029531333046
2020-03-26,-1511.8672008574486
2020-03-27,5878.571724154101
2020-03-28,15350.306243853494
2020-03-29,-10519.012900933423
2020-03-30,-64836.30525563653
2020-03-31,-31906.50155432386
2020-04-01,41842.183383408395
2020-04-02,31197.502830105415
2020-04-03,42319.59680426063
2020-04-04,27199.18393655522
2020-04-05,20621.425435828558
2020-04-06,-29174.874693041347
2020-04-07,-23888.21487788921
2020-04-08,56760.33998642203
2020-04-09,63564.76473722495
2020-04-10,55441.43595350352
2020-04-11,42177.716923454085
2020-04-12,4061.315042453398
2020-04-13,-46247.41022015343
2020-04-14,-58210.56093172488
2020-04-15,40966.01064665026
2020-04-16,-60399.012812519984
2020-04-17,27047.593082989846
2020-04-18,41406.66745837402
2020-04-19,15948.409523480539
2020-04-20,-38698.03568715869
2020-04-21,-17441.06490549196
2020-04-22,39385.55820616723
2020-04-23,40843.410077936525
2020-04-24,40715.52203606054
2020-04-25,41043.531536208975
2020-04-26,3866.424378891521
2020-04-27,-36955.33037666782
2020-04-28,-19094.48999527515
2020-04-29,53438.36148526916
2020-04-30,52235.937881422
2020-05-01,43480.29521097678
2020-05-02,53803.247379911445
2020-05-03,19158.457339100936
2020-05-04,-33847.0388248146
2020-05-05,-15451.347565313017
2020-05-06,48129.11798266625
2020-05-07,47727.45766094265
2020-05-08,53426.65249184427
2020-05-09,57913.822305489804
2020-05-10,21863.894360364346
2020-05-11,-25438.776961211144
2020-05-12,10777.913691513402
2020-05-13,73000.44907120158
2020-05-14,84488.20583473651
2020-05-15,95203.99713180253
2020-05-16,101402.81053767788
2020-05-17,63983.09883106058
2020-05-18,21353.476115995792
2020-05-19,26237.03173518919
2020-05-20,56391.02844228189
2020-05-21,29841.81214155502
2020-05-22,69750.35628351834
2020-05-23,59036.96617095747
2020-05-24,35729.68785528005
2020-05-25,-15320.60655526397
2020-05-26,-8143.246569171968
2020-05-27,54519.794456832504
2020-05-28,47314.18103979695
2020-05-29,43288.41539854499
2020-05-30,35790.67534945848
2020-05-31,-7650.207320503574
2020-06-01,-53469.72497895472
2020-06-02,-24614.4941032126
2020-06-03,25038.07849325256
2020-06-04,28517.393828526496
2020-06-05,40421.86336929499
2020-06-06,47761.043980946495
2020-06-07,17758.624637110905
2020-06-08,-65584.98205774087
2020-06-09,-39093.795330339686
2020-06-10,14957.52746574853
2020-06-11,36052.72535954618
2020-06-12,41137.409160059724
2020-06-13,16875.114287377266
2020-06-14,-21361.338994338985
2020-06-15,-50866.50696155731
2020-06-16,-40867.59425254298
2020-06-17,-8244.569290195197
2020-06-18,4053.9992330583113
2020-06-19,16189.754454477736
2020-06-20,13084.036772925181
2020-06-21,-19634.325582900427
2020-06-22,-49698.84893470804
2020-06-23,-38289.94768758847
2020-06-24,13464.298688168683
2020-06-25,8760.784973781369
2020-06-26,43539.56793085129
2020-06-27,30165.239927000373
2020-06-28,-19454.07838724607
2020-06-29,-44572.18968707117
2020-06-30,-28153.59113413351
2020-07-01,26270.10595808889
2020-07-02,30797.456753579638
2020-07-03,35942.786961197584
2020-07-04,33345.146112160415
2020-07-05,-10189.73467827351
2020-07-06,-54464.73691464339
2020-07-07,-21533.685247710353
2020-07-08,32298.264089542296
2020-07-09,19480.09690427975
2020-07-10,25673.0474339563
2020-07-11,8436.724564918906
2020-07-12,-35651.65777544634
2020-07-13,-53971.57694793872
2020-07-14,-23408.418802181637
2020-07-15,25203.826732704114
2020-07-16,45080.27661861736
2020-07-17,39044.250224013194
2020-07-18,58059.97220816072
2020-07-19,19315.623008999788
2020-07-20,-56839.07715092036
2020-07-21,-29310.868027432774
2020-07-22,55652.054554005896
2020-07-23,66085.56940086086
2020-07-24,63152.99292929114
2020-07-25,42434.451461248726
2020-07-26,20576.524346539798
2020-07-27,-60202.01510149655
2020-07-28,-44975.09034845985
2020-07-29,50871.86560533002
2020-07-30,64615.76926144287
2020-07-31,-116679.91953885953
2020-08-01,37083.305833075356
2020-08-02,4250.762521265935
2020-08-03,-67411.38636615402
2020-08-04,-35315.38730449324
2020-08-05,35084.01275137432
2020-08-06,38527.70307701365
2020-08-07,16819.3868188401
2020-08-08,39019.5787781836
2020-08-09,-14091.3933176782
2020-08-10,-77980.97101205036
2020-08-11,-43360.48742908817
2020-08-12,36666.362936049045
2020-08-13,46804.02570271578
2020-08-14,60617.57596562656
2020-08-15,60311.432964171094
2020-08-16,21904.72566231601
2020-08-17,-68756.19110905968
2020-08-18,-121710.52583182779
2020-08-19,5521.359077162038
2020-08-20,41937.87118294397
2020-08-21,60821.85988890861
2020-08-22,75961.84776816114
2020-08-23,48336.6550292911
2020-08-24,-28760.92352855713
2020-08-25,2363.2390952156147
2020-08-26,66473.64817709922
2020-08-27,78657.02969642011
2020-08-28,52184.28167039277
2020-08-29,2537.8429524075927
2020-08-30,38833.83030842924
2020-08-31,-24993.662146690604
2020-09-01,9666.638337242113
2020-09-02,83752.25085915979
2020-09-03,94159.15768543263
2020-09-04,87676.04634867473
2020-09-05,91156.24190169996
2020-09-06,78209.80256248759
2020-09-07,-167.59173522943263
2020-09-08,24572.303192224983
2020-09-09,111251.8356582354
2020-09-10,107411.44235715635
2020-09-11,117429.88065430259
2020-09-12,122193.63200156279
2020-09-13,86915.18499390308
2020-09-14,9020.878050181478
2020-09-15,-19387.15490980298
2020-09-16,28895.89321292154
2020-09-17,-41932.18635078861
2020-09-18,100953.18850601876
2020-09-19,99150.13337778076
2020-09-20,73490.55926329822
2020-09-21,16872.807546205284
2020-09-22,8062.274535048527
2020-09-23,-15214.279472017732
2020-09-24,85112.95273538725
2020-09-25,88259.42839021601
2020-09-26,82094.4254643789
2020-09-27,66718.2624016315
2020-09-28,15239.132686753066
2020-09-29,13144.921099348077
2020-09-30,43100.44788707661
2020-10-01,107311.46267005987
2020-10-02,130519.84215017401
2020-10-03,79895.34685090456
2020-10-04,8110.357704899901
2020-10-05,-34215.94031408786
2020-10-06,-65466.756024533024
2020-10-07,40790.486553263625
2020-10-08,82053.95283505227
2020-10-09,67201.28749573728
2020-10-10,76447.96135292893
2020-10-11,32381.07306976687
2020-10-12,-19936.729110940738
2020-10-13,-68594.31741763782
2020-10-14,-28655.56263514165
2020-10-15,58038.82868205764
2020-10-16,63184.19004758285
2020-10-17,58556.11363575251
2020-10-18,37460.93728541397
2020-10-19,-5219.611163429366
2020-10-20,-4480.555730716241
2020-10-21,19211.511204116443
2020-10-22,63041.8377942914
2020-10-23,13469.92396165439
2020-10-24,15057.914091129329
2020-10-25,-7630.717659255095
2020-10-26,-41538.09549102063
2020-10-27,-30650.900183703277
2020-10-28,-16200.557388022147
2020-10-29,33724.5495542343
2020-10-30,32693.122674911523
2020-10-31,39725.911340208266
2020-11-01,18464.15560932932
2020-11-02,-36800.69527297684
2020-11-03,-45087.66700064029
2020-11-04,-21441.684112341405
2020-11-05,35461.629833606385
2020-11-06,37752.16054994963
2020-11-07,46489.9588115934
2020-11-08,2503.1751133819025
2020-11-09,-63704.134706405064
2020-11-10,-57699.83449940356
2020-11-11,-30918.572107831977
2020-11-12,15069.199046087226
2020-11-13,14854.969306532455
2020-11-14,22001.613719565335
2020-11-15,-3835.2932777710503
2020-11-16,-64162.20283711282
2020-11-17,-57484.62196544224
2020-11-18,-36292.635143847976
2020-11-19,17890.44316679892
2020-11-20,20635.636145783054
2020-11-21,13600.15958777319
2020-11-22,-21578.553170948202
2020-11-23,-80368.96353829981
2020-11-24,-74092.2756835169
2020-11-25,-43455.63649078865
2020-11-26,-3714.003516005423
2020-11-27,230.93019295189583
2020-11-28,-13298.477275921801
2020-11-29,-44375.95295600562
2020-11-30,-81853.00961911798
2020-12-01,-85176.6520116333
2020-12-02,-68169.61935641275
2020-12-03,-29580.284780377668
2020-12-04,-30472.119513992522
2020-12-05,-33225.8957953966
2020-12-06,-50875.552590724
2020-12-07,-103843.8767521736
2020-12-08,-107483.41335795746
2020-12-09,-86665.35607988285
2020-12-10,-131453.1266711387
2020-12-11,-58131.1564672767
2020-12-12,-62859.94506170189
2020-12-13,-90999.15424471177
2020-12-14,-131011.4670939241
2020-12-15,-125942.47006771414
2020-12-16,-124913.71238379856
2020-12-17,-142157.825267638
2020-12-18,-74526.84915341405
2020-12-19,-84071.60363132137
2020-12-20,-85466.37243108168
2020-12-21,-119942.26253981073
2020-12-22,-112406.71591996672
2020-12-23,-93481.23353691865
2020-12-24,-50998.100113794826
2020-12-25,-48132.81467160668
2020-12-26,-37127.08803578846
2020-12-27,-37800.67517205956
2020-12-28,-85847.61133841448
2020-12-29,-87582.82758490981
2020-12-30,-82379.70918649263
2020-12-31,-41852.545231572425
2021-01-01,-25207.62653427795
2021-01-02,-30499.563293132767
2021-01-03,-42691.514496964555
2021-01-04,-81950.86117480311
2021-01-05,-80702.12650954079
2021-01-06,-67035.3128424099
2021-01-07,-19917.806362839794
2021-01-08,-4472.364358205186
2021-01-09,-3626.8624797043476
2021-01-10,-53118.215686793126
2021-01-11,-177174.16761398132
2021-01-12,-109149.99064061751
2021-01-13,-73000.4834533232
2021-01-14,-28876.189223928213
2021-01-15,-25868.768878170824
